"intercept","env_range","lat_range","sim","fit_model","job"
-3.5,10,10,28,"mgcv",731
-2.5,10,10,28,"mgcv",732
-4.5,30,10,28,"mgcv",733
-3.5,30,10,28,"mgcv",734
-2.5,30,10,28,"mgcv",735
-4.5,50,10,28,"mgcv",736
-3.5,50,10,28,"mgcv",737
-2.5,50,10,28,"mgcv",738
-4.5,10,30,28,"mgcv",739
-3.5,10,30,28,"mgcv",740
-2.5,10,30,28,"mgcv",741
-4.5,30,30,28,"mgcv",742
-3.5,30,30,28,"mgcv",743
-2.5,30,30,28,"mgcv",744
-4.5,50,30,28,"mgcv",745
-3.5,50,30,28,"mgcv",746
-2.5,50,30,28,"mgcv",747
-4.5,10,50,28,"mgcv",748
-3.5,10,50,28,"mgcv",749
-2.5,10,50,28,"mgcv",750
-4.5,30,50,28,"mgcv",751
-3.5,30,50,28,"mgcv",752
-2.5,30,50,28,"mgcv",753
-4.5,50,50,28,"mgcv",754
-3.5,50,50,28,"mgcv",755
-2.5,50,50,28,"mgcv",756
-4.5,10,10,29,"mgcv",757
-3.5,10,10,29,"mgcv",758
-2.5,10,10,29,"mgcv",759
-4.5,30,10,29,"mgcv",760
-3.5,30,10,29,"mgcv",761
-2.5,30,10,29,"mgcv",762
-4.5,50,10,29,"mgcv",763
-3.5,50,10,29,"mgcv",764
-2.5,50,10,29,"mgcv",765
-4.5,10,30,29,"mgcv",766
-3.5,10,30,29,"mgcv",767
-2.5,10,30,29,"mgcv",768
-4.5,30,30,29,"mgcv",769
-3.5,30,30,29,"mgcv",770
-2.5,30,30,29,"mgcv",771
-4.5,50,30,29,"mgcv",772
-3.5,50,30,29,"mgcv",773
-2.5,50,30,29,"mgcv",774
-4.5,10,50,29,"mgcv",775
-3.5,10,50,29,"mgcv",776
-2.5,10,50,29,"mgcv",777
-4.5,30,50,29,"mgcv",778
-3.5,30,50,29,"mgcv",779
-2.5,30,50,29,"mgcv",780
-4.5,50,50,29,"mgcv",781
-3.5,50,50,29,"mgcv",782
-2.5,50,50,29,"mgcv",783
-4.5,10,10,30,"mgcv",784
-3.5,10,10,30,"mgcv",785
-2.5,10,10,30,"mgcv",786
-4.5,30,10,30,"mgcv",787
-3.5,30,10,30,"mgcv",788
-2.5,30,10,30,"mgcv",789
-4.5,50,10,30,"mgcv",790
-3.5,50,10,30,"mgcv",791
-2.5,50,10,30,"mgcv",792
-4.5,10,30,30,"mgcv",793
-3.5,10,30,30,"mgcv",794
-2.5,10,30,30,"mgcv",795
-4.5,30,30,30,"mgcv",796
-3.5,30,30,30,"mgcv",797
-2.5,30,30,30,"mgcv",798
-4.5,50,30,30,"mgcv",799
-3.5,50,30,30,"mgcv",800
-2.5,50,30,30,"mgcv",801
-4.5,10,50,30,"mgcv",802
-3.5,10,50,30,"mgcv",803
-2.5,10,50,30,"mgcv",804
-4.5,30,50,30,"mgcv",805
-3.5,30,50,30,"mgcv",806
-2.5,30,50,30,"mgcv",807
-4.5,50,50,30,"mgcv",808
-3.5,50,50,30,"mgcv",809
-2.5,50,50,30,"mgcv",810
-4.5,10,10,31,"mgcv",811
-3.5,10,10,31,"mgcv",812
-2.5,10,10,31,"mgcv",813
-4.5,30,10,31,"mgcv",814
-3.5,30,10,31,"mgcv",815
-2.5,30,10,31,"mgcv",816
-4.5,50,10,31,"mgcv",817
-3.5,50,10,31,"mgcv",818
-2.5,50,10,31,"mgcv",819
-4.5,10,30,31,"mgcv",820
-3.5,10,30,31,"mgcv",821
-2.5,10,30,31,"mgcv",822
-4.5,30,30,31,"mgcv",823
-3.5,30,30,31,"mgcv",824
-2.5,30,30,31,"mgcv",825
-4.5,50,30,31,"mgcv",826
-3.5,50,30,31,"mgcv",827
-2.5,50,30,31,"mgcv",828
-4.5,10,50,31,"mgcv",829
-3.5,10,50,31,"mgcv",830
-2.5,10,50,31,"mgcv",831
-4.5,30,50,31,"mgcv",832
-3.5,30,50,31,"mgcv",833
-2.5,30,50,31,"mgcv",834
-4.5,50,50,31,"mgcv",835
-3.5,50,50,31,"mgcv",836
-2.5,50,50,31,"mgcv",837
-4.5,10,10,32,"mgcv",838
-3.5,10,10,32,"mgcv",839
-2.5,10,10,32,"mgcv",840
-4.5,30,10,32,"mgcv",841
-3.5,30,10,32,"mgcv",842
-2.5,30,10,32,"mgcv",843
-4.5,50,10,32,"mgcv",844
-3.5,50,10,32,"mgcv",845
-2.5,50,10,32,"mgcv",846
-4.5,10,30,32,"mgcv",847
-3.5,10,30,32,"mgcv",848
-2.5,10,30,32,"mgcv",849
-4.5,30,30,32,"mgcv",850
-3.5,30,30,32,"mgcv",851
-2.5,30,30,32,"mgcv",852
-4.5,50,30,32,"mgcv",853
-3.5,50,30,32,"mgcv",854
-2.5,50,30,32,"mgcv",855
-4.5,10,50,32,"mgcv",856
-3.5,10,50,32,"mgcv",857
-2.5,10,50,32,"mgcv",858
-4.5,30,50,32,"mgcv",859
-3.5,30,50,32,"mgcv",860
-2.5,30,50,32,"mgcv",861
-4.5,50,50,32,"mgcv",862
-3.5,50,50,32,"mgcv",863
-2.5,50,50,32,"mgcv",864
-4.5,10,10,33,"mgcv",865
-3.5,10,10,33,"mgcv",866
-2.5,10,10,33,"mgcv",867
-4.5,30,10,33,"mgcv",868
-3.5,30,10,33,"mgcv",869
-2.5,30,10,33,"mgcv",870
-4.5,50,10,33,"mgcv",871
-3.5,50,10,33,"mgcv",872
-2.5,50,10,33,"mgcv",873
-4.5,10,30,33,"mgcv",874
-3.5,10,30,33,"mgcv",875
-2.5,10,30,33,"mgcv",876
-4.5,30,30,33,"mgcv",877
-3.5,30,30,33,"mgcv",878
-2.5,30,30,33,"mgcv",879
-4.5,50,30,33,"mgcv",880
-3.5,50,30,33,"mgcv",881
-2.5,50,30,33,"mgcv",882
-4.5,10,50,33,"mgcv",883
-3.5,10,50,33,"mgcv",884
-2.5,10,50,33,"mgcv",885
-4.5,30,50,33,"mgcv",886
-3.5,30,50,33,"mgcv",887
-2.5,30,50,33,"mgcv",888
-4.5,50,50,33,"mgcv",889
-3.5,50,50,33,"mgcv",890
-2.5,50,50,33,"mgcv",891
-4.5,10,10,34,"mgcv",892
-3.5,10,10,34,"mgcv",893
-2.5,10,10,34,"mgcv",894
-4.5,30,10,34,"mgcv",895
-3.5,30,10,34,"mgcv",896
-2.5,30,10,34,"mgcv",897
-4.5,50,10,34,"mgcv",898
-3.5,50,10,34,"mgcv",899
-2.5,50,10,34,"mgcv",900
-4.5,10,30,34,"mgcv",901
-3.5,10,30,34,"mgcv",902
-2.5,10,30,34,"mgcv",903
-4.5,30,30,34,"mgcv",904
-3.5,30,30,34,"mgcv",905
-2.5,30,30,34,"mgcv",906
-4.5,50,30,34,"mgcv",907
-3.5,50,30,34,"mgcv",908
-2.5,50,30,34,"mgcv",909
-4.5,10,50,34,"mgcv",910
-3.5,10,50,34,"mgcv",911
-2.5,10,50,34,"mgcv",912
-4.5,30,50,34,"mgcv",913
-3.5,30,50,34,"mgcv",914
-2.5,30,50,34,"mgcv",915
-4.5,50,50,34,"mgcv",916
-3.5,50,50,34,"mgcv",917
-2.5,50,50,34,"mgcv",918
-4.5,10,10,35,"mgcv",919
-3.5,10,10,35,"mgcv",920
-2.5,10,10,35,"mgcv",921
-4.5,30,10,35,"mgcv",922
-3.5,30,10,35,"mgcv",923
-2.5,30,10,35,"mgcv",924
-4.5,50,10,35,"mgcv",925
-3.5,50,10,35,"mgcv",926
-2.5,50,10,35,"mgcv",927
-4.5,10,30,35,"mgcv",928
-3.5,10,30,35,"mgcv",929
-2.5,10,30,35,"mgcv",930
-4.5,30,30,35,"mgcv",931
-3.5,30,30,35,"mgcv",932
-2.5,30,30,35,"mgcv",933
-4.5,50,30,35,"mgcv",934
-3.5,50,30,35,"mgcv",935
-2.5,50,30,35,"mgcv",936
-4.5,10,50,35,"mgcv",937
-3.5,10,50,35,"mgcv",938
-2.5,10,50,35,"mgcv",939
-4.5,30,50,35,"mgcv",940
-3.5,30,50,35,"mgcv",941
-2.5,30,50,35,"mgcv",942
-4.5,50,50,35,"mgcv",943
-3.5,50,50,35,"mgcv",944
-2.5,50,50,35,"mgcv",945
-4.5,10,10,36,"mgcv",946
-3.5,10,10,36,"mgcv",947
-2.5,10,10,36,"mgcv",948
-4.5,30,10,36,"mgcv",949
-3.5,30,10,36,"mgcv",950
-2.5,30,10,36,"mgcv",951
-4.5,50,10,36,"mgcv",952
-3.5,50,10,36,"mgcv",953
-2.5,50,10,36,"mgcv",954
-4.5,10,30,36,"mgcv",955
-3.5,10,30,36,"mgcv",956
-2.5,10,30,36,"mgcv",957
-4.5,30,30,36,"mgcv",958
-3.5,30,30,36,"mgcv",959
-2.5,30,30,36,"mgcv",960
-4.5,50,30,36,"mgcv",961
-3.5,50,30,36,"mgcv",962
-2.5,50,30,36,"mgcv",963
-4.5,10,50,36,"mgcv",964
-3.5,10,50,36,"mgcv",965
-2.5,10,50,36,"mgcv",966
-4.5,30,50,36,"mgcv",967
-3.5,30,50,36,"mgcv",968
-2.5,30,50,36,"mgcv",969
-4.5,50,50,36,"mgcv",970
-3.5,50,50,36,"mgcv",971
-2.5,50,50,36,"mgcv",972
-4.5,10,10,37,"mgcv",973
-3.5,10,10,37,"mgcv",974
-2.5,10,10,37,"mgcv",975
-4.5,30,10,37,"mgcv",976
-3.5,30,10,37,"mgcv",977
-2.5,30,10,37,"mgcv",978
-4.5,50,10,37,"mgcv",979
-3.5,50,10,37,"mgcv",980
-2.5,50,10,37,"mgcv",981
-4.5,10,30,37,"mgcv",982
-3.5,10,30,37,"mgcv",983
-2.5,10,30,37,"mgcv",984
-4.5,30,30,37,"mgcv",985
-3.5,30,30,37,"mgcv",986
-2.5,30,30,37,"mgcv",987
-4.5,50,30,37,"mgcv",988
-3.5,50,30,37,"mgcv",989
-2.5,50,30,37,"mgcv",990
-4.5,10,50,37,"mgcv",991
-3.5,10,50,37,"mgcv",992
-2.5,10,50,37,"mgcv",993
-4.5,30,50,37,"mgcv",994
-3.5,30,50,37,"mgcv",995
-2.5,30,50,37,"mgcv",996
-4.5,50,50,37,"mgcv",997
-3.5,50,50,37,"mgcv",998
-2.5,50,50,37,"mgcv",999
-4.5,10,10,38,"mgcv",1000
-3.5,10,10,38,"mgcv",1001
-2.5,10,10,38,"mgcv",1002
-4.5,30,10,38,"mgcv",1003
-3.5,30,10,38,"mgcv",1004
-2.5,30,10,38,"mgcv",1005
-4.5,50,10,38,"mgcv",1006
-3.5,50,10,38,"mgcv",1007
-2.5,50,10,38,"mgcv",1008
-4.5,10,30,38,"mgcv",1009
-3.5,10,30,38,"mgcv",1010
-2.5,10,30,38,"mgcv",1011
-4.5,30,30,38,"mgcv",1012
-3.5,30,30,38,"mgcv",1013
-2.5,30,30,38,"mgcv",1014
-4.5,50,30,38,"mgcv",1015
-3.5,50,30,38,"mgcv",1016
-2.5,50,30,38,"mgcv",1017
-4.5,10,50,38,"mgcv",1018
-3.5,10,50,38,"mgcv",1019
-2.5,10,50,38,"mgcv",1020
-4.5,30,50,38,"mgcv",1021
-3.5,30,50,38,"mgcv",1022
-2.5,30,50,38,"mgcv",1023
-4.5,50,50,38,"mgcv",1024
-3.5,50,50,38,"mgcv",1025
-2.5,50,50,38,"mgcv",1026
-4.5,10,10,39,"mgcv",1027
-3.5,10,10,39,"mgcv",1028
-2.5,10,10,39,"mgcv",1029
-4.5,30,10,39,"mgcv",1030
-3.5,30,10,39,"mgcv",1031
-2.5,30,10,39,"mgcv",1032
-4.5,50,10,39,"mgcv",1033
-3.5,50,10,39,"mgcv",1034
-2.5,50,10,39,"mgcv",1035
-4.5,10,30,39,"mgcv",1036
-3.5,10,30,39,"mgcv",1037
-2.5,10,30,39,"mgcv",1038
-4.5,30,30,39,"mgcv",1039
-3.5,30,30,39,"mgcv",1040
-2.5,30,30,39,"mgcv",1041
-4.5,50,30,39,"mgcv",1042
-3.5,50,30,39,"mgcv",1043
-2.5,50,30,39,"mgcv",1044
-4.5,10,50,39,"mgcv",1045
-3.5,10,50,39,"mgcv",1046
-2.5,10,50,39,"mgcv",1047
-4.5,30,50,39,"mgcv",1048
-3.5,30,50,39,"mgcv",1049
-2.5,30,50,39,"mgcv",1050
-4.5,50,50,39,"mgcv",1051
-3.5,50,50,39,"mgcv",1052
-2.5,50,50,39,"mgcv",1053
-4.5,10,10,40,"mgcv",1054
-3.5,10,10,40,"mgcv",1055
-2.5,10,10,40,"mgcv",1056
-4.5,30,10,40,"mgcv",1057
-3.5,30,10,40,"mgcv",1058
-2.5,30,10,40,"mgcv",1059
-4.5,50,10,40,"mgcv",1060
-3.5,50,10,40,"mgcv",1061
-2.5,50,10,40,"mgcv",1062
-4.5,10,30,40,"mgcv",1063
-3.5,10,30,40,"mgcv",1064
-2.5,10,30,40,"mgcv",1065
-4.5,30,30,40,"mgcv",1066
-3.5,30,30,40,"mgcv",1067
-2.5,30,30,40,"mgcv",1068
-4.5,50,30,40,"mgcv",1069
-3.5,50,30,40,"mgcv",1070
-2.5,50,30,40,"mgcv",1071
-4.5,10,50,40,"mgcv",1072
-3.5,10,50,40,"mgcv",1073
-2.5,10,50,40,"mgcv",1074
-4.5,30,50,40,"mgcv",1075
-3.5,30,50,40,"mgcv",1076
-2.5,30,50,40,"mgcv",1077
-4.5,50,50,40,"mgcv",1078
-3.5,50,50,40,"mgcv",1079
-2.5,50,50,40,"mgcv",1080
-4.5,10,10,41,"mgcv",1081
-3.5,10,10,41,"mgcv",1082
-2.5,10,10,41,"mgcv",1083
-4.5,30,10,41,"mgcv",1084
-3.5,30,10,41,"mgcv",1085
-2.5,30,10,41,"mgcv",1086
-4.5,50,10,41,"mgcv",1087
-3.5,50,10,41,"mgcv",1088
-2.5,50,10,41,"mgcv",1089
-4.5,10,30,41,"mgcv",1090
-3.5,10,30,41,"mgcv",1091
-2.5,10,30,41,"mgcv",1092
-4.5,30,30,41,"mgcv",1093
-3.5,30,30,41,"mgcv",1094
-2.5,30,30,41,"mgcv",1095
-4.5,50,30,41,"mgcv",1096
-3.5,50,30,41,"mgcv",1097
-2.5,50,30,41,"mgcv",1098
-4.5,10,50,41,"mgcv",1099
-3.5,10,50,41,"mgcv",1100
-2.5,10,50,41,"mgcv",1101
-4.5,30,50,41,"mgcv",1102
-3.5,30,50,41,"mgcv",1103
-2.5,30,50,41,"mgcv",1104
-4.5,50,50,41,"mgcv",1105
-3.5,50,50,41,"mgcv",1106
-2.5,50,50,41,"mgcv",1107
-4.5,10,10,42,"mgcv",1108
-3.5,10,10,42,"mgcv",1109
-2.5,10,10,42,"mgcv",1110
-4.5,30,10,42,"mgcv",1111
-3.5,30,10,42,"mgcv",1112
-2.5,30,10,42,"mgcv",1113
-4.5,50,10,42,"mgcv",1114
-3.5,50,10,42,"mgcv",1115
-2.5,50,10,42,"mgcv",1116
-4.5,10,30,42,"mgcv",1117
-3.5,10,30,42,"mgcv",1118
-2.5,10,30,42,"mgcv",1119
-4.5,30,30,42,"mgcv",1120
-3.5,30,30,42,"mgcv",1121
-2.5,30,30,42,"mgcv",1122
-4.5,50,30,42,"mgcv",1123
-3.5,50,30,42,"mgcv",1124
-2.5,50,30,42,"mgcv",1125
-4.5,10,50,42,"mgcv",1126
-3.5,10,50,42,"mgcv",1127
-2.5,10,50,42,"mgcv",1128
-4.5,30,50,42,"mgcv",1129
-3.5,30,50,42,"mgcv",1130
-2.5,30,50,42,"mgcv",1131
-4.5,50,50,42,"mgcv",1132
-3.5,50,50,42,"mgcv",1133
-2.5,50,50,42,"mgcv",1134
-4.5,10,10,43,"mgcv",1135
-3.5,10,10,43,"mgcv",1136
-2.5,10,10,43,"mgcv",1137
-4.5,30,10,43,"mgcv",1138
-3.5,30,10,43,"mgcv",1139
-2.5,30,10,43,"mgcv",1140
-4.5,50,10,43,"mgcv",1141
-3.5,50,10,43,"mgcv",1142
-2.5,50,10,43,"mgcv",1143
-4.5,10,30,43,"mgcv",1144
-3.5,10,30,43,"mgcv",1145
-2.5,10,30,43,"mgcv",1146
-4.5,30,30,43,"mgcv",1147
-3.5,30,30,43,"mgcv",1148
-2.5,30,30,43,"mgcv",1149
-4.5,50,30,43,"mgcv",1150
-3.5,50,30,43,"mgcv",1151
-2.5,50,30,43,"mgcv",1152
-4.5,10,50,43,"mgcv",1153
-3.5,10,50,43,"mgcv",1154
-2.5,10,50,43,"mgcv",1155
-4.5,30,50,43,"mgcv",1156
-3.5,30,50,43,"mgcv",1157
-2.5,30,50,43,"mgcv",1158
-4.5,50,50,43,"mgcv",1159
-3.5,50,50,43,"mgcv",1160
-2.5,50,50,43,"mgcv",1161
-4.5,10,10,44,"mgcv",1162
-3.5,10,10,44,"mgcv",1163
-2.5,10,10,44,"mgcv",1164
-4.5,30,10,44,"mgcv",1165
-3.5,30,10,44,"mgcv",1166
-2.5,30,10,44,"mgcv",1167
-4.5,50,10,44,"mgcv",1168
-3.5,50,10,44,"mgcv",1169
-2.5,50,10,44,"mgcv",1170
-4.5,10,30,44,"mgcv",1171
-3.5,10,30,44,"mgcv",1172
-2.5,10,30,44,"mgcv",1173
-4.5,30,30,44,"mgcv",1174
-3.5,30,30,44,"mgcv",1175
-2.5,30,30,44,"mgcv",1176
-4.5,50,30,44,"mgcv",1177
-3.5,50,30,44,"mgcv",1178
-2.5,50,30,44,"mgcv",1179
-4.5,10,50,44,"mgcv",1180
-3.5,10,50,44,"mgcv",1181
-2.5,10,50,44,"mgcv",1182
-4.5,30,50,44,"mgcv",1183
-3.5,30,50,44,"mgcv",1184
-2.5,30,50,44,"mgcv",1185
-4.5,50,50,44,"mgcv",1186
-3.5,50,50,44,"mgcv",1187
-2.5,50,50,44,"mgcv",1188
-4.5,10,10,45,"mgcv",1189
-3.5,10,10,45,"mgcv",1190
-2.5,10,10,45,"mgcv",1191
-4.5,30,10,45,"mgcv",1192
-3.5,30,10,45,"mgcv",1193
-2.5,30,10,45,"mgcv",1194
-4.5,50,10,45,"mgcv",1195
-3.5,50,10,45,"mgcv",1196
-2.5,50,10,45,"mgcv",1197
-4.5,10,30,45,"mgcv",1198
-3.5,10,30,45,"mgcv",1199
-2.5,10,30,45,"mgcv",1200
-4.5,30,30,45,"mgcv",1201
-3.5,30,30,45,"mgcv",1202
-2.5,30,30,45,"mgcv",1203
-4.5,50,30,45,"mgcv",1204
-3.5,50,30,45,"mgcv",1205
-2.5,50,30,45,"mgcv",1206
-4.5,10,50,45,"mgcv",1207
-3.5,10,50,45,"mgcv",1208
-2.5,10,50,45,"mgcv",1209
-4.5,30,50,45,"mgcv",1210
-3.5,30,50,45,"mgcv",1211
-2.5,30,50,45,"mgcv",1212
-4.5,50,50,45,"mgcv",1213
-3.5,50,50,45,"mgcv",1214
-2.5,50,50,45,"mgcv",1215
-4.5,10,10,46,"mgcv",1216
-3.5,10,10,46,"mgcv",1217
-2.5,10,10,46,"mgcv",1218
-4.5,30,10,46,"mgcv",1219
-3.5,30,10,46,"mgcv",1220
-2.5,30,10,46,"mgcv",1221
-4.5,50,10,46,"mgcv",1222
-3.5,50,10,46,"mgcv",1223
-2.5,50,10,46,"mgcv",1224
-4.5,10,30,46,"mgcv",1225
-3.5,10,30,46,"mgcv",1226
-2.5,10,30,46,"mgcv",1227
-4.5,30,30,46,"mgcv",1228
-3.5,30,30,46,"mgcv",1229
-2.5,30,30,46,"mgcv",1230
-4.5,50,30,46,"mgcv",1231
-3.5,50,30,46,"mgcv",1232
-2.5,50,30,46,"mgcv",1233
-4.5,10,50,46,"mgcv",1234
-3.5,10,50,46,"mgcv",1235
-2.5,10,50,46,"mgcv",1236
-4.5,30,50,46,"mgcv",1237
-3.5,30,50,46,"mgcv",1238
-2.5,30,50,46,"mgcv",1239
-4.5,50,50,46,"mgcv",1240
-3.5,50,50,46,"mgcv",1241
-2.5,50,50,46,"mgcv",1242
-4.5,10,10,47,"mgcv",1243
-3.5,10,10,47,"mgcv",1244
-2.5,10,10,47,"mgcv",1245
-4.5,30,10,47,"mgcv",1246
-3.5,30,10,47,"mgcv",1247
-2.5,30,10,47,"mgcv",1248
-4.5,50,10,47,"mgcv",1249
-3.5,50,10,47,"mgcv",1250
-2.5,50,10,47,"mgcv",1251
-4.5,10,30,47,"mgcv",1252
-3.5,10,30,47,"mgcv",1253
-2.5,10,30,47,"mgcv",1254
-4.5,30,30,47,"mgcv",1255
-3.5,30,30,47,"mgcv",1256
-2.5,30,30,47,"mgcv",1257
-4.5,50,30,47,"mgcv",1258
-3.5,50,30,47,"mgcv",1259
-2.5,50,30,47,"mgcv",1260
-4.5,10,50,47,"mgcv",1261
-3.5,10,50,47,"mgcv",1262
-2.5,10,50,47,"mgcv",1263
-4.5,30,50,47,"mgcv",1264
-3.5,30,50,47,"mgcv",1265
-2.5,30,50,47,"mgcv",1266
-4.5,50,50,47,"mgcv",1267
-3.5,50,50,47,"mgcv",1268
-2.5,50,50,47,"mgcv",1269
-4.5,10,10,48,"mgcv",1270
-3.5,10,10,48,"mgcv",1271
-2.5,10,10,48,"mgcv",1272
-4.5,30,10,48,"mgcv",1273
-3.5,30,10,48,"mgcv",1274
-2.5,30,10,48,"mgcv",1275
-4.5,50,10,48,"mgcv",1276
-3.5,50,10,48,"mgcv",1277
-2.5,50,10,48,"mgcv",1278
-4.5,10,30,48,"mgcv",1279
-3.5,10,30,48,"mgcv",1280
-2.5,10,30,48,"mgcv",1281
-4.5,30,30,48,"mgcv",1282
-3.5,30,30,48,"mgcv",1283
-2.5,30,30,48,"mgcv",1284
-4.5,50,30,48,"mgcv",1285
-3.5,50,30,48,"mgcv",1286
-2.5,50,30,48,"mgcv",1287
-4.5,10,50,48,"mgcv",1288
-3.5,10,50,48,"mgcv",1289
-2.5,10,50,48,"mgcv",1290
-4.5,30,50,48,"mgcv",1291
-3.5,30,50,48,"mgcv",1292
-2.5,30,50,48,"mgcv",1293
-4.5,50,50,48,"mgcv",1294
-3.5,50,50,48,"mgcv",1295
-2.5,50,50,48,"mgcv",1296
-4.5,10,10,49,"mgcv",1297
-3.5,10,10,49,"mgcv",1298
-2.5,10,10,49,"mgcv",1299
-4.5,30,10,49,"mgcv",1300
-3.5,30,10,49,"mgcv",1301
-2.5,30,10,49,"mgcv",1302
-4.5,50,10,49,"mgcv",1303
-3.5,50,10,49,"mgcv",1304
-2.5,50,10,49,"mgcv",1305
-4.5,10,30,49,"mgcv",1306
-3.5,10,30,49,"mgcv",1307
-2.5,10,30,49,"mgcv",1308
-4.5,30,30,49,"mgcv",1309
-3.5,30,30,49,"mgcv",1310
-2.5,30,30,49,"mgcv",1311
-4.5,50,30,49,"mgcv",1312
-3.5,50,30,49,"mgcv",1313
-2.5,50,30,49,"mgcv",1314
-4.5,10,50,49,"mgcv",1315
-3.5,10,50,49,"mgcv",1316
-2.5,10,50,49,"mgcv",1317
-4.5,30,50,49,"mgcv",1318
-3.5,30,50,49,"mgcv",1319
-2.5,30,50,49,"mgcv",1320
-4.5,50,50,49,"mgcv",1321
-3.5,50,50,49,"mgcv",1322
-2.5,50,50,49,"mgcv",1323
-4.5,10,10,50,"mgcv",1324
-3.5,10,10,50,"mgcv",1325
-2.5,10,10,50,"mgcv",1326
-4.5,30,10,50,"mgcv",1327
-3.5,30,10,50,"mgcv",1328
-2.5,30,10,50,"mgcv",1329
-4.5,50,10,50,"mgcv",1330
-3.5,50,10,50,"mgcv",1331
-2.5,50,10,50,"mgcv",1332
-4.5,10,30,50,"mgcv",1333
-3.5,10,30,50,"mgcv",1334
-2.5,10,30,50,"mgcv",1335
-4.5,30,30,50,"mgcv",1336
-3.5,30,30,50,"mgcv",1337
-2.5,30,30,50,"mgcv",1338
-4.5,50,30,50,"mgcv",1339
-3.5,50,30,50,"mgcv",1340
-2.5,50,30,50,"mgcv",1341
-4.5,10,50,50,"mgcv",1342
-3.5,10,50,50,"mgcv",1343
-2.5,10,50,50,"mgcv",1344
-4.5,30,50,50,"mgcv",1345
-3.5,30,50,50,"mgcv",1346
-2.5,30,50,50,"mgcv",1347
-4.5,50,50,50,"mgcv",1348
-3.5,50,50,50,"mgcv",1349
-2.5,50,50,50,"mgcv",1350
-4.5,10,10,51,"mgcv",1351
-3.5,10,10,51,"mgcv",1352
-2.5,10,10,51,"mgcv",1353
-4.5,30,10,51,"mgcv",1354
-3.5,30,10,51,"mgcv",1355
-2.5,30,10,51,"mgcv",1356
-4.5,50,10,51,"mgcv",1357
-3.5,50,10,51,"mgcv",1358
-2.5,50,10,51,"mgcv",1359
-4.5,10,30,51,"mgcv",1360
-3.5,10,30,51,"mgcv",1361
-2.5,10,30,51,"mgcv",1362
-4.5,30,30,51,"mgcv",1363
-3.5,30,30,51,"mgcv",1364
-2.5,30,30,51,"mgcv",1365
-4.5,50,30,51,"mgcv",1366
-3.5,50,30,51,"mgcv",1367
-2.5,50,30,51,"mgcv",1368
-4.5,10,50,51,"mgcv",1369
-3.5,10,50,51,"mgcv",1370
-2.5,10,50,51,"mgcv",1371
-4.5,30,50,51,"mgcv",1372
-3.5,30,50,51,"mgcv",1373
-2.5,30,50,51,"mgcv",1374
-4.5,50,50,51,"mgcv",1375
-3.5,50,50,51,"mgcv",1376
-2.5,50,50,51,"mgcv",1377
-4.5,10,10,52,"mgcv",1378
-3.5,10,10,52,"mgcv",1379
-2.5,10,10,52,"mgcv",1380
-4.5,30,10,52,"mgcv",1381
-3.5,30,10,52,"mgcv",1382
-2.5,30,10,52,"mgcv",1383
-4.5,50,10,52,"mgcv",1384
-3.5,50,10,52,"mgcv",1385
-2.5,50,10,52,"mgcv",1386
-4.5,10,30,52,"mgcv",1387
-3.5,10,30,52,"mgcv",1388
-2.5,10,30,52,"mgcv",1389
-4.5,30,30,52,"mgcv",1390
-3.5,30,30,52,"mgcv",1391
-2.5,30,30,52,"mgcv",1392
-4.5,50,30,52,"mgcv",1393
-3.5,50,30,52,"mgcv",1394
-2.5,50,30,52,"mgcv",1395
-4.5,10,50,52,"mgcv",1396
-3.5,10,50,52,"mgcv",1397
-2.5,10,50,52,"mgcv",1398
-4.5,30,50,52,"mgcv",1399
-3.5,30,50,52,"mgcv",1400
-2.5,30,50,52,"mgcv",1401
-4.5,50,50,52,"mgcv",1402
-3.5,50,50,52,"mgcv",1403
-2.5,50,50,52,"mgcv",1404
-4.5,10,10,53,"mgcv",1405
-3.5,10,10,53,"mgcv",1406
-2.5,10,10,53,"mgcv",1407
-4.5,30,10,53,"mgcv",1408
-3.5,30,10,53,"mgcv",1409
-2.5,30,10,53,"mgcv",1410
-4.5,50,10,53,"mgcv",1411
-3.5,50,10,53,"mgcv",1412
-2.5,50,10,53,"mgcv",1413
-4.5,10,30,53,"mgcv",1414
-3.5,10,30,53,"mgcv",1415
-2.5,10,30,53,"mgcv",1416
-4.5,30,30,53,"mgcv",1417
-3.5,30,30,53,"mgcv",1418
-2.5,30,30,53,"mgcv",1419
-4.5,50,30,53,"mgcv",1420
-3.5,50,30,53,"mgcv",1421
-2.5,50,30,53,"mgcv",1422
-4.5,10,50,53,"mgcv",1423
-3.5,10,50,53,"mgcv",1424
-2.5,10,50,53,"mgcv",1425
-4.5,30,50,53,"mgcv",1426
-3.5,30,50,53,"mgcv",1427
-2.5,30,50,53,"mgcv",1428
-4.5,50,50,53,"mgcv",1429
-3.5,50,50,53,"mgcv",1430
-2.5,50,50,53,"mgcv",1431
-4.5,10,10,54,"mgcv",1432
-3.5,10,10,54,"mgcv",1433
-2.5,10,10,54,"mgcv",1434
-4.5,30,10,54,"mgcv",1435
-3.5,30,10,54,"mgcv",1436
-2.5,30,10,54,"mgcv",1437
-4.5,50,10,54,"mgcv",1438
-3.5,50,10,54,"mgcv",1439
-2.5,50,10,54,"mgcv",1440
-4.5,10,30,54,"mgcv",1441
-3.5,10,30,54,"mgcv",1442
